abc频道,#genre#
CCTV12,http://live.nctv.top/886/cqyx.php?token=&id=cctv12
CCTV13,http://live.nctv.top/886/cqyx.php?token=&id=cctv13
CCTV14,http://live.nctv.top/886/cqyx.php?token=&id=cctv14
CCTV15,http://live.nctv.top/886/cqyx.php?token=&id=cctv15
CCTV16,http://live.nctv.top/886/cqyx.php?token=&id=cctv16
CCTV17,http://live.nctv.top/886/cqyx.php?token=&id=cctv17









第一剧场,http://doityoume.x3322.net:5100/rtp/239.69.1.74:10084
第一剧场,http://www.akw323.com:9527/rtp/238.255.2.25:5999
兵器科技,http://doityoume.x3322.net:5100/rtp/239.69.1.79:10114
兵器科技,http://www.akw323.com:9527/rtp/238.255.2.34:5999
风云足球,http://doityoume.x3322.net:5100/rtp/239.69.1.81:10126
风云足球,http://www.akw323.com:9527/rtp/238.255.2.29:5999
网球网球,http://doityoume.x3322.net:5100/rtp/239.69.1.83:10138
网球网球,http://www.akw323.com:9527/rtp/238.255.2.223:5999
老故事,http://doityoume.x3322.net:5100/rtp/239.69.1.85:10150
老故事,http://www.akw323.com:9527/rtp/238.255.2.35:5999
电视指南,http://doityoume.x3322.net:5100/rtp/239.69.1.87:10162
怀旧剧场,http://doityoume.x3322.net:5100/rtp/239.69.1.89:10174
怀旧剧场,http://www.akw323.com:9527/rtp/238.255.2.33:5999
风云音乐,http://doityoume.x3322.net:5100/rtp/239.69.1.90:10180
风云音乐,http://www.akw323.com:9527/rtp/238.255.2.24:5999
世界地理,http://doityoume.x3322.net:5100/rtp/239.69.1.91:10186
世界地理,http://www.akw323.com:9527/rtp/238.255.2.26:5999
央视台球,http://doityoume.x3322.net:5100/rtp/239.69.1.98:10224
书画频道,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel11009/index.m3u8



CCTV1,http://222.223.118.222:2180/live/cctv1/index.m3u8
CCTV2,http://222.223.118.222:2180/live/cctv2/index.m3u8
CCTV3,http://222.223.118.222:2180/live/cctv3/index.m3u8
CCTV4,http://222.223.118.222:2180/live/cctv4/index.m3u8
CCTV5,http://222.223.118.222:2180/live/cctv5/index.m3u8
CCTV5+,http://222.223.118.222:2180/live/cctv5q/index.m3u8
CCTV6,http://222.223.118.222:2180/live/cctv6/index.m3u8
CCTV7,http://222.223.118.222:2180/live/cctv7/index.m3u8
CCTV8,http://222.223.118.222:2180/live/cctv8/index.m3u8
CCTV9,http://222.223.118.222:2180/live/cctv9/index.m3u8
CCTV10,http://222.223.118.222:2180/live/cctv10/index.m3u8
CCTV11,http://222.223.118.222:2180/live/cctv11/index.m3u8
CCTV12,http://222.223.118.222:2180/live/cctv12/index.m3u8
CCTV13,http://222.223.118.222:2180/live/cctv13/index.m3u8
CCTV14,http://222.223.118.222:2180/live/cctv14/index.m3u8
CCTV15,http://222.223.118.222:2180/live/cctv15/index.m3u8


CCTV1,http://222.223.118.222:2180/live/cctv1/index.m3u8
CCTV2,http://222.223.118.222:2180/live/cctv2/index.m3u8
CCTV3,http://222.223.118.222:2180/live/cctv3/index.m3u8
CCTV4,http://222.223.118.222:2180/live/cctv4/index.m3u8
CCTV5,http://222.223.118.222:2180/live/cctv5/index.m3u8
CCTV5+,http://222.223.118.222:2180/live/cctv5q/index.m3u8
CCTV6,http://222.223.118.222:2180/live/cctv6/index.m3u8
CCTV7,http://222.223.118.222:2180/live/cctv7/index.m3u8
CCTV8,http://222.223.118.222:2180/live/cctv8/index.m3u8
CCTV9,http://222.223.118.222:2180/live/cctv9/index.m3u8
CCTV10,http://222.223.118.222:2180/live/cctv10/index.m3u8
CCTV11,http://222.223.118.222:2180/live/cctv11/index.m3u8
CCTV12,http://222.223.118.222:2180/live/cctv12/index.m3u8
CCTV13,http://222.223.118.222:2180/live/cctv13/index.m3u8
CCTV14,http://222.223.118.222:2180/live/cctv14/index.m3u8
CCTV15,http://222.223.118.222:2180/live/cctv15/index.m3u8






CCTV1,http://www.8700956.top:18888/rtp/239.81.1.002:4056
CCTV2,http://www.8700956.top:18888/rtp/239.81.1.003:4056
CCTV3,http://www.8700956.top:18888/rtp/239.81.1.004:4056
CCTV4,http://www.8700956.top:18888/rtp/239.81.1.005:4056
CCTV5,http://www.8700956.top:18888/rtp/239.81.1.006:4056
CCTV5+,http://www.8700956.top:18888/rtp/239.81.1.018:4056
CCTV6,http://www.8700956.top:18888/rtp/239.81.1.007:4056
CCTV7,http://www.8700956.top:18888/rtp/239.81.1.008:4056
CCTV8,http://www.8700956.top:18888/rtp/239.81.1.009:4056
CCTV9,http://www.8700956.top:18888/rtp/239.81.1.010:4056
CCTV10,http://www.8700956.top:18888/rtp/239.81.1.011:4056
CCTV11,http://www.8700956.top:18888/rtp/239.81.1.012:4056
CCTV12,http://www.8700956.top:18888/rtp/239.81.1.013:4056
CCTV13,http://www.8700956.top:18888/rtp/239.81.1.014:4056
CCTV14,http://www.8700956.top:18888/rtp/239.81.1.015:4056
CCTV15,http://www.8700956.top:18888/rtp/239.81.1.016:4056
CCTV16,http://www.8700956.top:18888/rtp/239.81.1.017:4056
CCTV17,http://www.8700956.top:18888/rtp/239.81.1.019:4056
CCTV4K,http://www.8700956.top:18888/rtp/239.81.1.078:4056
CCTV4K,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-4K-HD/G_CCTV-4K-HD.m3u8
CCTV8K,http://cdn.jdshipin.com:8880/ysp.php?id=cctv8k
兵器科技,http://222.223.118.222:2180/live/gfjs/index.m3u8
第一剧场,http://222.223.118.222:2180/live/dyjc/index.m3u8
风云音乐,http://222.223.118.222:2180/live/fyyy/index.m3u8
风云剧场,http://222.223.118.222:2180/live/fyjc/index.m3u8
怀旧剧场,http://222.223.118.222:2180/live/hjjc/index.m3u8
女性时尚,http://222.223.118.222:2180/live/nxss/index.m3u8
文化精品,http://222.223.118.222:2180/live/whjp/index.m3u8
世界地理,http://222.223.118.222:2180/live/sjdl/index.m3u8
兵器科技,http://222.223.118.222:2180/live/gfjs/index.m3u8





CCTV1,http://183.92.4.163:4000/udp/228.0.0.1:6108
CCTV2,http://183.92.4.163:4000/udp/228.0.0.2:6108
CCTV3,http://183.92.4.163:4000/udp/228.0.0.156:7156
CCTV4,http://183.92.4.163:4000/udp/228.0.0.143:7143
CCTV5,http://183.92.4.163:4000/udp/228.0.0.112:6108
CCTV5+,http://183.92.4.163:4000/udp/228.0.0.17:6108
CCTV6,http://183.92.4.163:4000/udp/228.0.0.157:7157
CCTV7,http://183.92.4.163:4000/udp/228.0.0.7:6108
CCTV8,http://183.92.4.163:4000/udp/228.0.0.158:7158
CCTV9,http://183.92.4.163:4000/udp/228.0.0.9:6108
CCTV10,http://183.92.4.163:4000/udp/228.0.0.10:6108
CCTV11,http://183.92.4.163:4000/udp/228.0.0.242:6108
CCTV12,http://183.92.4.163:4000/udp/228.0.0.12:6108
CCTV13,http://183.92.4.163:4000/udp/228.0.0.202:6108
CCTV14,http://183.92.4.163:4000/udp/228.0.0.14:6108
CCTV16,http://183.92.4.163:4000/udp/228.0.0.249:6108
CCTV17,http://183.92.4.163:4000/udp/228.0.0.161:7161



CCTV1,http://gzcyl001.3322.org:8081/hls/1/index.m3u8
CCTV2,http://gzcyl001.3322.org:8081/hls/2/index.m3u8
CCTV3,http://gzcyl001.3322.org:8081/hls/3/index.m3u8
CCTV4,http://gzcyl001.3322.org:8081/hls/4/index.m3u8
CCTV5+,http://gzcyl001.3322.org:8081/hls/18/index.m3u8
CCTV5,http://gzcyl001.3322.org:8081/hls/5/index.m3u8
CCTV6,http://gzcyl001.3322.org:8081/hls/6/index.m3u8
CCTV7,http://gzcyl001.3322.org:8081/hls/7/index.m3u8
CCTV8,http://gzcyl001.3322.org:8081/hls/8/index.m3u8
CCTV9,http://gzcyl001.3322.org:8081/hls/9/index.m3u8
CCTV10,http://gzcyl001.3322.org:8081/hls/10/index.m3u8
CCTV11,http://gzcyl001.3322.org:8081/hls/11/index.m3u8
CCTV12,http://gzcyl001.3322.org:8081/hls/12/index.m3u8
CCTV13,http://gzcyl001.3322.org:8081/hls/13/index.m3u8
CCTV14,http://gzcyl001.3322.org:8081/hls/14/index.m3u8
CCTV15,http://gzcyl001.3322.org:8081/hls/15/index.m3u8
CCTV16,http://gzcyl001.3322.org:8081/hls/16/index.m3u8
CCTV17,http://gzcyl001.3322.org:8081/hls/17/index.m3u8




CCTV1,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000489
CCTV2,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000061
CCTV3,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000062
CCTV4,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000063
CCTV5,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000064
CCTV5+,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R6239DD00U319F204BK783FF8A8I5469B86EP2BF4M3640F28V0Z339C9W16DEBA3F9A6203F0&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000246
